01/06/2018,65.81
04/06/2018,64.75
05/06/2018,65.52
06/06/2018,64.73
07/06/2018,65.95
08/06/2018,65.74
11/06/2018,66.1
12/06/2018,66.36
13/06/2018,66.64
14/06/2018,66.89
15/06/2018,65.018
18/06/2018,65.786
19/06/2018,64.968
20/06/2018,65.812
21/06/2018,65.54
22/06/2018,68.58
25/06/2018,68.08
26/06/2018,70.53
27/06/2018,72.76
28/06/2018,73.45
29/06/2018,74.15
02/07/2018,73.94
03/07/2018,74.14
05/07/2018,72.94
06/07/2018,73.8
09/07/2018,73.85
10/07/2018,74.11
11/07/2018,70.38
12/07/2018,70.33
13/07/2018,71.01
16/07/2018,68.06
17/07/2018,67.896
18/07/2018,68.356
19/07/2018,68.728
20/07/2018,68.7
23/07/2018,67.89
24/07/2018,68.52
25/07/2018,69.3
26/07/2018,69.61
27/07/2018,68.69
30/07/2018,70.13
31/07/2018,68.76
01/08/2018,67.66
02/08/2018,68.96
03/08/2018,68.49
06/08/2018,69.01
07/08/2018,69.17
08/08/2018,66.94
09/08/2018,66.81
10/08/2018,67.63
13/08/2018,67.2
14/08/2018,67.04
15/08/2018,65.01
16/08/2018,65.344
17/08/2018,65.63
20/08/2018,65.824
21/08/2018,66.142
22/08/2018,67.86
23/08/2018,67.83
24/08/2018,68.72
27/08/2018,68.87
28/08/2018,68.53
29/08/2018,69.51
30/08/2018,70.25
31/08/2018,69.8
04/09/2018,69.87
05/09/2018,68.72
06/09/2018,67.77
07/09/2018,67.75
10/09/2018,67.54
11/09/2018,69.25
12/09/2018,70.37
13/09/2018,68.59
14/09/2018,68.99
17/09/2018,68.864
18/09/2018,69.746
19/09/2018,70.91
20/09/2018,70.416
21/09/2018,70.78
24/09/2018,72.08
25/09/2018,72.28
26/09/2018,71.57
27/09/2018,72.12
28/09/2018,73.25
01/10/2018,75.3
02/10/2018,75.23
03/10/2018,76.41
04/10/2018,74.33
05/10/2018,74.34
08/10/2018,74.29
09/10/2018,74.96
10/10/2018,73.17
11/10/2018,70.97
12/10/2018,71.34
15/10/2018,71.78
16/10/2018,71.92
17/10/2018,69.74
18/10/2018,68.674
19/10/2018,69.216
22/10/2018,69.322
23/10/2018,66.43
24/10/2018,66.82
25/10/2018,67.33
26/10/2018,67.59
29/10/2018,67.04
30/10/2018,66.18
31/10/2018,65.31
01/11/2018,63.69
02/11/2018,63.14
05/11/2018,63.1
06/11/2018,62.21
07/11/2018,61.67
08/11/2018,60.67
09/11/2018,60.19
12/11/2018,59.93
13/11/2018,55.69
14/11/2018,56.288
15/11/2018,56.548
16/11/2018,56.592
19/11/2018,57.112
20/11/2018,53.43
21/11/2018,54.63
23/11/2018,50.42
26/11/2018,51.63
27/11/2018,51.56
28/11/2018,50.29
29/11/2018,51.45
30/11/2018,50.93
03/12/2018,52.95
04/12/2018,53.25
05/12/2018,52.89
06/12/2018,51.49
07/12/2018,52.61
10/12/2018,51
11/12/2018,51.65
12/12/2018,51.15
13/12/2018,52.58
14/12/2018,51.254
17/12/2018,50.008
18/12/2018,46.456
19/12/2018,47.976
20/12/2018,45.88
21/12/2018,45.59
24/12/2018,42.53
26/12/2018,46.22
27/12/2018,44.61
28/12/2018,45.33
31/12/2018,45.41
02/01/2019,46.54
03/01/2019,47.09
04/01/2019,47.96
07/01/2019,48.52
08/01/2019,49.78
09/01/2019,52.36
10/01/2019,52.59
11/01/2019,51.59
14/01/2019,50.51
15/01/2019,52.11
16/01/2019,52.37
17/01/2019,52.186
18/01/2019,53.944
22/01/2019,52.922
23/01/2019,52.62
24/01/2019,53.13
25/01/2019,53.69
28/01/2019,51.99
29/01/2019,53.31
30/01/2019,54.23
31/01/2019,53.79
01/02/2019,55.26
04/02/2019,54.56
05/02/2019,53.66
06/02/2019,54.01
07/02/2019,52.64
08/02/2019,52.72
11/02/2019,52.41
12/02/2019,53.1
13/02/2019,53.9
14/02/2019,54.486
15/02/2019,55.746
19/02/2019,56.306
20/02/2019,57.112
21/02/2019,56.96
22/02/2019,57.26
25/02/2019,55.48
26/02/2019,55.5
27/02/2019,56.94
28/02/2019,57.22
01/03/2019,55.8
04/03/2019,56.59
05/03/2019,56.56
06/03/2019,56.22
07/03/2019,56.66
08/03/2019,56.07
11/03/2019,56.79
12/03/2019,56.87
13/03/2019,58.26
14/03/2019,58.61
15/03/2019,58.58
18/03/2019,59.206
19/03/2019,59.186
20/03/2019,60.15
21/03/2019,59.98
22/03/2019,59.04
25/03/2019,58.82
26/03/2019,59.94
27/03/2019,59.41
28/03/2019,59.3
29/03/2019,60.14
01/04/2019,61.59
02/04/2019,62.58
03/04/2019,62.46
04/04/2019,62.1
05/04/2019,63.08
08/04/2019,64.4
09/04/2019,63.98
10/04/2019,64.61
11/04/2019,63.58
12/04/2019,63.89
15/04/2019,63.4
16/04/2019,64.078
17/04/2019,63.804
18/04/2019,64.042
22/04/2019,65.58
23/04/2019,66.3
24/04/2019,65.89
25/04/2019,65.21
26/04/2019,63.3
29/04/2019,63.5
30/04/2019,63.91
01/05/2019,63.6
02/05/2019,61.81
03/05/2019,61.94
06/05/2019,62.25
07/05/2019,61.4
08/05/2019,62.12
09/05/2019,61.7
10/05/2019,61.66
13/05/2019,61.04
14/05/2019,61.78
15/05/2019,62.02
16/05/2019,62.908
17/05/2019,62.824
20/05/2019,63.166
21/05/2019,63.102
22/05/2019,61.42
23/05/2019,57.91
24/05/2019,58.63
28/05/2019,59.14
29/05/2019,58.81
30/05/2019,56.59
31/05/2019,53.5
03/06/2019,53.25
