4/7/2018,"23,039.00"
3/7/2018,"23,046.00"
2/7/2018,"22,954.50"
1/7/2018,"22,958.50"
29/6/2018,"22,958.50"
28/6/2018,"22,937.50"
27/6/2018,"22,937.50"
26/6/2018,"22,921.00"
25/6/2018,"22,897.50"
24/6/2018,"22,875.00"
22/6/2018,"22,892.50"
21/6/2018,"22,877.00"
20/6/2018,"22,867.50"
19/6/2018,"22,853.50"
18/6/2018,"22,836.00"
17/6/2018,"22,816.00"
15/6/2018,"22,816.00"
14/6/2018,"22,813.00"
13/6/2018,"22,812.50"
12/6/2018,"22,813.50"
11/6/2018,"22,815.50"
10/6/2018,"22,705.50"
8/6/2018,"22,793.00"
7/6/2018,"22,802.00"
6/6/2018,"22,806.00"
5/6/2018,"22,829.50"
4/6/2018,"22,827.00"
3/6/2018,"22,876.00"
